timestamp,id,rating,course_2,course_3,is_mi_student,is_ml_student,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,blended
2023-05-16 21:06:51,9c656049fc55775bb9215d12aabf5881,594,,67,,1,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Компьютерные сети,Да,0.677130044843049,
2023-05-16 21:11:40,2662600c2c37e11e62f6ee0b88452f22,627,,62,1,,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.520179372197309,
2023-05-16 21:43:04,d37fe725a8ee1d1b263463baf7560fd4,748,,64,,,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.538116591928252,
2023-05-16 22:06:23,2ba0a356c95af4fe74272e708082086f,672,,66,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Компьютерные сети,Системы баз данных,Да,0.304932735426009,
2023-05-16 23:32:44,e3d4f9a7b947ebc03d345dd9e14b5d2c,524,,61,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Дискретная оптимизация,Машинное обучение 2,Компьютерные сети,Да,0.959641255605381,
2023-05-16 23:49:50,ab5248060fbaac411a79a62dfb0d263d,528,,67,,1,Язык SQL,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Да,0.946188340807175,
2023-05-17 00:54:43,d38ebd0ba564ea88de8015e116f811c8,546,,67,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.883408071748879,
2023-05-17 01:48:02,c97ab5cabace9f00673cc8384771aa9c,552,,65,,,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,Да,0.860986547085202,
2023-05-17 10:27:38,9808df02cd92ed45df39e6bc748f3179,645,,67,,,Statistical Learning Theory,Моделирование временных рядов,Высокопроизводительные вычисления,Машинное обучение 2,Системы баз данных,Компьютерные сети,Да,0.434977578475336,
2023-05-17 12:04:22,b6bf56b8b8ffd1666036b0a8ca01c452,537,,61,,,Матричные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.914798206278027,
2023-05-17 12:11:23,39cd1820459fdbcc193f9bb0ddb74a58,606,,64,1,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Машинное обучение 2,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.623318385650224,
2023-05-17 12:36:33,5d9c9087b5a851ecb6bba1bc916b684f,680,,65,,,Матричные вычисления,Принятие решений в условиях риска и неопределённости,Теория баз данных,Численные методы,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.269058295964126,
2023-05-17 13:24:57,a37a88d97b12fe90dd83dd548866b2bb,701,,66,,1,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Матричные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.174887892376682,
2023-05-17 14:04:41,34f75b81eb7b1cc9e9e4ef5bfd7fa69a,678,,64,,,Безопасность компьютерных систем,Моделирование временных рядов,Высокопроизводительные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.278026905829596,
2023-05-17 16:15:12,e5fb2c5a9d8a09915b15d14bf6cf3174,753,,62,,,Безопасность компьютерных систем,Матричные вычисления,Высокопроизводительные вычисления,Дискретная оптимизация,Компьютерные сети,Численные методы,Да,0.403587443946188,
2023-05-17 16:39:53,f8c83b338162bb41af2851b5e62f84d0,547,,65,,,Теория баз данных,Язык SQL,Безопасность компьютерных систем,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.878923766816144,
2023-05-17 17:40:31,323f162a5cad5f11e84bf294dd73197e,605,,68,,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Машинное обучение 2,Анализ данных в бизнесе,Компьютерные сети,Да,0.62780269058296,
2023-05-17 18:21:13,28cd79966197dc97bafed62bc8c48bbd,589,,62,,,Моделирование временных рядов,Statistical Learning Theory,Язык SQL,Анализ данных в бизнесе,Системы баз данных,Дискретная оптимизация,Да,0.699551569506727,
2023-05-17 18:45:15,ef8c6afd958da5f51429948f090432da,522,,63,,,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,Матричные вычисления,Машинное обучение 2,Дискретная оптимизация,Численные методы,Да,0.964125560538117,
2023-05-17 20:06:13,c3c0a0524bae841e5f9a56cf967cd423,667,,61,,1,Моделирование временных рядов,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Системы баз данных,Компьютерные сети,Да,0.327354260089686,
2023-05-17 20:42:32,9abd31fe9761b5abd56524915237c1ea,670,,62,,1,Матричные вычисления,Statistical Learning Theory,Моделирование временных рядов,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Промышленное программирование на языке Java,Да,0.31390134529148,
2023-05-17 21:26:07,48ba69e4b13182a6d89499fd9a2c8f46,732,,61,,1,Матричные вычисления,Теория баз данных,Statistical Learning Theory,Дискретная оптимизация,Промышленное программирование на языке Java,Численные методы,Да,0.896860986547086,
2023-05-17 23:48:54,447a377d20b3181f0436c72c19a48c37,741,,64,,,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Да,0.627802690582959,
2023-05-18 00:28:59,c84186d57fd935e228cdeddb0ce0bf2c,722,,68,,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Машинное обучение 2,Дискретная оптимизация,Промышленное программирование на языке Java,Да,0.112107623318386,
2023-05-18 01:12:33,17676f1d09ba15d060a7352e4308661a,622,,64,,,Безопасность компьютерных систем,Матричные вычисления,Язык SQL,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,Да,0.547085201793722,
2023-05-18 02:08:02,518a8ad312d0db47e23eeadf9f4220d1,711,,65,,1,Безопасность компьютерных систем,Высокопроизводительные вычисления,Теория баз данных,Промышленное программирование на языке Java,Анализ данных в бизнесе,Дискретная оптимизация,Да,0.134529147982063,
2023-05-18 09:51:45,0f114e98d9f732aa51db34f687db2655,699,,63,,,Матричные вычисления,Высокопроизводительные вычисления,Безопасность компьютерных систем,Дискретная оптимизация,Численные методы,Дополнительные главы прикладной статистики,Да,0.179372197309417,
2023-05-18 09:55:04,796d174c592006376963b8f31e818dbf,655,,66,,,Моделирование временных рядов,Матричные вычисления,Принятие решений в условиях риска и неопределённости,Численные методы,Дополнительные главы прикладной статистики,Машинное обучение 2,Да,0.390134529147982,
2023-05-18 10:47:46,4add93dff84a52a0b3d690f07aa081d4,725,,68,,1,Безопасность компьютерных систем,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Дискретная оптимизация,Численные методы,Дополнительные главы прикладной статистики,Да,0.986547085201793,
2023-05-18 11:12:15,dcc2e3447043d6d70a90c9c924314695,703,,66,,1,Сбор и обработка данных с помощью краудсорсинга,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Дискретная оптимизация,Численные методы,Да,0.165919282511211,
2023-05-18 11:13:13,b8d4c538f6b47a1a692bec6c2f29152b,682,,63,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,Да,0.260089686098655,
2023-05-18 11:41:44,59241a17fc6c01fa7d209ef20712d31c,588,,64,,,Моделирование временных рядов,Безопасность компьютерных систем,Матричные вычисления,Численные методы,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.704035874439462,
2023-05-18 12:17:33,1f53f6dabcd59889dd7486a7cac5c9f2,569,,67,,,Язык SQL,Матричные вычисления,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Нет,0.789237668161435,
2023-05-18 12:41:04,348562c4a55053de25fdd4389b9f1181,650,,66,,1,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Компьютерные сети,Дополнительные главы прикладной статистики,Системы баз данных,Да,0.412556053811659,
2023-05-18 12:55:36,d61cc836b6aa3cdc4a40e2e8ada0b937,608,,62,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,Нет,0.614349775784753,
2023-05-18 13:30:49,1eafb63c510c305e325bff51d246adb1,648,,61,,1,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Безопасность компьютерных систем,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Дискретная оптимизация,Да,0.42152466367713,
2023-05-18 14:18:18,d9f0e5ebc6718202b86eaee2de1c697b,531,,66,,,Матричные вычисления,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Системы баз данных,Численные методы,Да,0.932735426008969,
2023-05-18 14:37:56,47a0391ff6ee0a09d11e595266a4b630,679,,65,1,,Матричные вычисления,Моделирование временных рядов,Язык SQL,Анализ данных в бизнесе,Численные методы,Промышленное программирование на языке Java,Да,0.273542600896861,
2023-05-18 14:44:19,fa4860bc719aadedbb00ba027067a8b7,642,,67,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.448430493273543,
2023-05-18 15:03:41,c98c2ee69047bd8febea3ac2d1380bf9,602,,65,,,Теория баз данных,Принятие решений в условиях риска и неопределённости,Язык SQL,Анализ данных в бизнесе,Системы баз данных,Компьютерные сети,Да,0.641255605381166,
2023-05-18 16:11:14,635e9ca4fcf26a2bd38b8488a8edfca5,555,,66,,1,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Язык SQL,Дополнительные главы прикладной статистики,Системы баз данных,Компьютерные сети,Да,0.847533632286996,
2023-05-18 16:45:06,081eba3952cfc116e0e9b941d6a974a2,692,,62,,1,Безопасность компьютерных систем,Матричные вычисления,Теория баз данных,Промышленное программирование на языке Java,Дискретная оптимизация,Системы баз данных,Нет,0.2152466367713,
2023-05-18 16:47:43,014b72217e20370dab7acc48b20c47be,543,,66,,,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Матричные вычисления,Системы баз данных,Машинное обучение 2,Дискретная оптимизация,Да,0.89237668161435,
2023-05-18 16:55:16,ac3d08a6cc42a50f0ca53017b3ba5ba9,598,,61,,,Матричные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.659192825112108,
2023-05-18 17:00:34,04b88fcbe5ba58aa8369c7de5e574de0,719,,61,,,Безопасность компьютерных систем,Моделирование временных рядов,Высокопроизводительные вычисления,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,Да,0.121076233183857,
2023-05-18 17:01:49,9750aa503b095b9297e1a778d6c7cc95,576,,66,1,,Язык SQL,Теория баз данных,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Системы баз данных,Дискретная оптимизация,Да,0.757847533632287,
2023-05-18 17:09:23,3e106aaef8b24dbb01319c73e14c2936,784,,62,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.,
2023-05-18 17:16:47,701078e1e897399f675e96bdda5fb149,636,,68,1,,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Анализ данных в бизнесе,Да,0.475336322869955,
2023-05-18 17:16:57,86eebda725013685effcb0c97591132e,690,,66,,,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Системы баз данных,Да,0.224215246636771,
2023-05-18 17:21:14,7f9d0f835bf734ccd4619041c3475c1c,689,,62,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Нет,0.228699551569507,
2023-05-18 17:22:56,bfe75c08c6b7e31d4e7d48c9c5fed69b,758,,62,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.224215246636771,
2023-05-18 17:32:12,651f2fa7d270b436246ddd7d05880bfa,755,,62,,1,Теория баз данных,Моделирование временных рядов,Statistical Learning Theory,Дополнительные главы прикладной статистики,Численные методы,Системы баз данных,Да,0.358744394618834,
2023-05-18 17:51:56,9f23846141606a1e26e8e4c28e9a7262,527,,67,,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.95067264573991,
2023-05-18 17:53:08,6b3d72def53597696afb19faed1f8365,641,,67,,,Statistical Learning Theory,Матричные вычисления,Моделирование временных рядов,Дискретная оптимизация,Численные методы,Машинное обучение 2,Да,0.452914798206278,
2023-05-18 17:56:00,044e038535ae5d2ff037150b77fdc6d1,710,,62,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.139013452914798,
2023-05-18 18:01:52,fd784637a19d65bbe5b07d6efac5a05d,625,,62,,,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Машинное обучение 2,Дискретная оптимизация,Компьютерные сети,Да,0.533632286995516,
2023-05-18 18:02:10,25bd5b6bb000f48b8276cbb942537386,668,,66,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Statistical Learning Theory,Машинное обучение 2,Дискретная оптимизация,Системы баз данных,Да,0.322869955156951,
2023-05-18 18:03:57,e0ca1a9548af9a3f98428c62420aa484,764,,62,,,Матричные вычисления,Безопасность компьютерных систем,Statistical Learning Theory,Дискретная оптимизация,Дополнительные главы прикладной статистики,Машинное обучение 2,Да,0.448430493273544,
2023-05-18 18:06:29,6256514074c4680d1b14e4f2a863fd78,596,,64,,,Statistical Learning Theory,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Анализ данных в бизнесе,Численные методы,Дополнительные главы прикладной статистики,Да,0.668161434977578,
2023-05-18 18:17:59,1f63fc485d851236249263b91dc03d6b,756,,61,,1,Statistical Learning Theory,Матричные вычисления,Безопасность компьютерных систем,Дискретная оптимизация,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Да,0.31390134529148,
2023-05-18 18:24:10,425c2a90f447620c9a1868e92f0a7af6,760,,62,,1,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Принятие решений в условиях риска и неопределённости,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.134529147982063,
2023-05-18 18:29:57,88ae08d9db8d34b267780ed642d0d2db,581,,68,,,Statistical Learning Theory,Матричные вычисления,Теория баз данных,Дискретная оптимизация,Численные методы,Промышленное программирование на языке Java,Да,0.73542600896861,
2023-05-18 18:30:23,cd8299f4173e8a509275b25787670ad2,704,,61,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Дискретная оптимизация,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.161434977578475,
2023-05-18 18:38:41,5ee2ad618729a6dc3bdb7f2858826ef0,628,,65,,,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.513452914798206,
2023-05-18 18:53:41,5ee2ad618729a6dc3bdb7f2858826ef0,628,,65,,,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Нет,0.513452914798206,
2023-05-18 18:55:40,32fea7beb180e7de64ad408013cc01ec,539,,65,,1,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.910313901345291,
2023-05-18 19:08:20,bf24738793f54467434ad78be13a42bf,693,,64,,1,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дополнительные главы прикладной статистики,Дискретная оптимизация,Промышленное программирование на языке Java,Да,0.210762331838565,
2023-05-18 19:09:00,f736e00dc03850c59649e77149895d5a,652,,66,,,Высокопроизводительные вычисления,Язык SQL,Безопасность компьютерных систем,Машинное обучение 2,Промышленное программирование на языке Java,Численные методы,Да,0.403587443946188,
2023-05-18 19:16:43,d08d06bc5d31e35616fafc59de6f2e34,691,,65,,1,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,Промышленное программирование на языке Java,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.219730941704036,
2023-05-18 19:23:23,ff549c331d45453052f28ad2614afda9,723,,62,,,Моделирование временных рядов,Теория баз данных,Матричные вычисления,Численные методы,Анализ данных в бизнесе,Промышленное программирование на языке Java,Да,0.10762331838565,
2023-05-18 19:23:38,76d70b75a12f7b2ae593d02da6ed62ec,688,,66,,,Безопасность компьютерных систем,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Компьютерные сети,Машинное обучение 2,Системы баз данных,Да,0.233183856502242,
2023-05-18 19:25:39,5a6f07c1f6186408b43f0f8e729168e9,632,,66,,1,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Компьютерные сети,Дополнительные главы прикладной статистики,Системы баз данных,Да,0.493273542600897,
2023-05-18 19:30:54,cc8e710c871ae8236b8b8705e6840793,559,,65,,,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Компьютерные сети,Анализ данных в бизнесе,Машинное обучение 2,Да,0.834080717488789,
2023-05-18 19:34:58,8c191b9ac692c190f54e66167b0adc3e,620,,64,,,Statistical Learning Theory,Язык SQL,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Дискретная оптимизация,Численные методы,Да,0.556053811659193,
2023-05-18 19:35:49,1c1623a037bd523d687245e6060e6c5b,595,,67,,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Да,0.672645739910314,
2023-05-18 19:36:10,d4c7805c20028b28a8e3713ccdeae2a1,702,,67,,1,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Дополнительные главы прикладной статистики,Дискретная оптимизация,Численные методы,Да,0.170403587443946,
2023-05-18 19:36:51,f5d9f99cb876ca0888d18b6e444fa1b1,516,,67,,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Нет,0.982062780269058,
2023-05-18 19:49:54,b3eb1cdc4beffbdd5b29a8d54d649bc0,731,,65,,1,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.94170403587444,
2023-05-18 19:57:22,6f1c603284d031570af2e4be6c1afdcb,592,,65,,,Принятие решений в условиях риска и неопределённости,Высокопроизводительные вычисления,Язык SQL,Анализ данных в бизнесе,Компьютерные сети,Промышленное программирование на языке Java,Да,0.68609865470852,
2023-05-18 19:58:10,26e72efe2995eb032a25561b2bf78600,604,,67,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Моделирование временных рядов,Машинное обучение 2,Компьютерные сети,Системы баз данных,Да,0.632286995515695,
2023-05-18 20:03:03,a19f36ae8465cac527e8ce7b6ebf1213,541,,63,,,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,Да,0.901345291479821,
2023-05-18 20:18:51,ecc19831d7abd064f0488a9af2521920,580,,66,,,Язык SQL,Принятие решений в условиях риска и неопределённости,Теория баз данных,Системы баз данных,Анализ данных в бизнесе,Компьютерные сети,Да,0.739910313901345,
2023-05-18 20:21:28,2f8a48924249d2231659183d7654ed33,656,,67,,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Statistical Learning Theory,Машинное обучение 2,Системы баз данных,Компьютерные сети,Да,0.385650224215247,
2023-05-18 20:21:46,6cd7de3774f07c65e44668cdf7e987b6,557,,63,,1,Моделирование временных рядов,Язык SQL,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,Да,0.84304932735426,
2023-05-18 20:26:39,2b0d7dd550bcca4c586cbb27d8478aa8,619,,65,,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.560538116591928,
2023-05-18 20:34:07,fc2c60b8004aa91bc272df84628621ff,639,,63,,1,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Системы баз данных,Машинное обучение 2,Анализ данных в бизнесе,Нет,0.461883408071749,
2023-05-18 20:47:03,bb94ed5af639819dac15574197c80da3,534,,64,,,Теория баз данных,Моделирование временных рядов,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Численные методы,Системы баз данных,Да,0.923766816143498,
2023-05-18 20:47:28,5c49473012411a1eee72f8ea63767adf,573,,63,,,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.773542600896861,
2023-05-18 20:48:02,59347ad5e9d8099a9a8fa58b841bdf05,708,,64,1,,Моделирование временных рядов,Теория баз данных,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Численные методы,Системы баз данных,Да,0.143497757847534,
2023-05-18 20:50:49,5a6dfaade650ca8bb2d081342df303e8,549,,65,,,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Машинное обучение 2,Нет,0.869955156950673,
2023-05-18 20:50:53,72e79e6a79cb4025077b371cc6e54247,551,,64,,,Теория баз данных,Безопасность компьютерных систем,Statistical Learning Theory,Промышленное программирование на языке Java,Анализ данных в бизнесе,Численные методы,Да,0.865470852017937,
2023-05-18 20:57:09,42df9e301b39e4295fe849aa2abdfc7c,613,,61,,,Высокопроизводительные вычисления,Теория баз данных,Безопасность компьютерных систем,Промышленное программирование на языке Java,Компьютерные сети,Численные методы,Нет,0.591928251121076,
2023-05-18 21:02:28,5c49473012411a1eee72f8ea63767adf,573,,63,,,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Нет,0.773542600896861,
2023-05-18 21:10:54,25a3ce0eea214df2aa6d25d395d594f0,644,,63,,,Моделирование временных рядов,Матричные вычисления,Язык SQL,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.439461883408072,
2023-05-18 21:12:00,be4fa2120de3397ae21eac38ff0060e3,502,,67,,,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Численные методы,Машинное обучение 2,Да,0.991031390134529,
2023-05-18 21:12:02,ffc58d371e2f52e1c7f45d49d3d629d0,659,,67,,1,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Моделирование временных рядов,Системы баз данных,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.369955156950673,
2023-05-18 21:12:29,ac4e2062ca444a506991c212bd2dd872,562,,67,,,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Численные методы,Нет,0.816143497757848,
2023-05-18 21:13:08,9c2251ef9825947b98265e4bfa887bcf,658,,68,,,Безопасность компьютерных систем,Матричные вычисления,Statistical Learning Theory,Дискретная оптимизация,Промышленное программирование на языке Java,Компьютерные сети,Да,0.376681614349776,
2023-05-18 21:15:01,f0db08ec702a03450390efdca4166cc2,603,,65,,1,Язык SQL,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Нет,0.636771300448431,
2023-05-18 21:15:58,a6ce02b12540bca3cdd15757f8a2e919,597,,65,,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.663677130044843,
2023-05-18 21:17:01,f3cc62fabaa597e8fe0b20ac2e6f46d3,742,,62,,1,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Да,0.582959641255605,
2023-05-18 21:19:50,feb53dcdd28fff9dc4a981c3419fea6f,521,,66,1,,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Анализ данных в бизнесе,Машинное обучение 2,Нет,0.968609865470852,
2023-05-18 21:24:21,876b1fbacdfe36cb2e3927aea554b1ff,660,,67,1,,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Теория баз данных,Анализ данных в бизнесе,Системы баз данных,Промышленное программирование на языке Java,Да,0.36322869955157,
2023-05-18 21:24:23,6ed89e424179b0510e3f7c0cb7369ad6,558,,67,,1,Моделирование временных рядов,Матричные вычисления,Язык SQL,Анализ данных в бизнесе,Промышленное программирование на языке Java,Машинное обучение 2,Да,0.838565022421525,
2023-05-18 21:26:52,e83471de8976e4fcfccf4ef417f07192,661,,67,,,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Моделирование временных рядов,Системы баз данных,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.358744394618834,
2023-05-18 21:27:02,ffc58d371e2f52e1c7f45d49d3d629d0,659,,67,,1,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Системы баз данных,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Нет,0.369955156950673,
2023-05-18 21:31:54,aa21f50934a72e00bbc7e65a54ea0bcc,666,,63,,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Машинное обучение 2,Компьютерные сети,Дискретная оптимизация,Нет,0.331838565022422,
2023-05-18 21:34:22,f8fab519d78047712c06798c8b7fe38f,561,,65,1,,Теория баз данных,Моделирование временных рядов,Язык SQL,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Да,0.822869955156951,
2023-05-18 21:35:05,a69948a1730e412eab71a4d4e70791e2,663,,68,,,Моделирование временных рядов,Матричные вычисления,Язык SQL,Машинное обучение 2,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.349775784753363,
2023-05-18 21:36:30,2826fc94cd575c8f7b0a2416506e70e5,614,,65,,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Теория баз данных,Дискретная оптимизация,Машинное обучение 2,Компьютерные сети,Да,0.587443946188341,
2023-05-18 21:36:52,9015b809a29fb65ce23d7addf16d770d,665,,68,1,,Моделирование временных рядов,Язык SQL,Матричные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Компьютерные сети,Да,0.338565022421525,
2023-05-18 21:38:00,b3e75ee2a708cef65cc2f80da894dd50,560,,67,,,Безопасность компьютерных систем,Моделирование временных рядов,Язык SQL,Анализ данных в бизнесе,Промышленное программирование на языке Java,Численные методы,Да,0.829596412556054,
