timestamp,id,rating,course_2,course_3,is_mi_student,is_ml_student,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,blended,is_first_place,is_last_place
2020-05-16 14:40:48.012,64b63332f8e86fa32969cfe0c167dbea,684,66,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Высокопроизводительные вычисления,Машинное обучение 2,Анализ данных в бизнесе,Промышленное программирование на языке Java,Нет,0.2511210762331838,,,
2020-05-16 15:01:06.274,b121e4d7d62387cd5199cca464a34a6d,694,65,,0.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Машинное обучение 2,Компьютерные сети,Промышленное программирование на языке Java,Нет,0.2040358744394619,,,
2020-05-16 17:44:55.307,7df351e9f3a719f6c29e811e2578fcc6,611,68,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Системы баз данных,Машинное обучение 2,Да,0.600896860986547,,,
2020-05-16 19:23:31.349,c7f347b466ff14ec85103f61c4d6ff8e,640,67,,0.0,0.0,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Машинное обучение 2,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.4573991031390134,,,
2020-05-16 20:46:40.318,73282cacef07625adb2f9b4e2d57240e,575,63,,0.0,0.0,Матричные вычисления,Язык SQL,Принятие решений в условиях риска и неопределённости,Дискретная оптимизация,Численные методы,Промышленное программирование на языке Java,Нет,0.7623318385650224,,,
2020-05-16 21:06:51.168,9c656049fc55775bb9215d12aabf5881,594,67,,0.0,1.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Компьютерные сети,Да,0.6771300448430493,,,
2020-05-16 21:11:40.100,2662600c2c37e11e62f6ee0b88452f22,627,62,,1.0,0.0,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.5201793721973094,,,
2020-05-16 21:43:04.275,d37fe725a8ee1d1b263463baf7560fd4,748,64,,0.0,0.0,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.05381165919282516,,,
2020-05-16 22:06:23.814,2ba0a356c95af4fe74272e708082086f,672,66,,0.0,1.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Компьютерные сети,Системы баз данных,Да,0.304932735426009,,,
2020-05-16 23:32:44.820,e3d4f9a7b947ebc03d345dd9e14b5d2c,524,61,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Дискретная оптимизация,Машинное обучение 2,Компьютерные сети,Да,0.9596412556053812,,,
2020-05-16 23:49:50.765,ab5248060fbaac411a79a62dfb0d263d,528,67,,0.0,1.0,Язык SQL,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Да,0.9461883408071748,,,
2020-05-17 00:54:43.939,d38ebd0ba564ea88de8015e116f811c8,546,67,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.8834080717488789,,,
2020-05-17 01:48:02.632,c97ab5cabace9f00673cc8384771aa9c,552,65,,0.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,Да,0.8609865470852018,,,
2020-05-17 10:27:38.042,9808df02cd92ed45df39e6bc748f3179,645,67,,0.0,0.0,Statistical Learning Theory,Моделирование временных рядов,Высокопроизводительные вычисления,Машинное обучение 2,Системы баз данных,Компьютерные сети,Да,0.4349775784753364,,,
2020-05-17 12:04:22.843,b6bf56b8b8ffd1666036b0a8ca01c452,537,61,,0.0,0.0,Матричные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.9147982062780269,,,
